2020-10-13 11:31:52.276757:41.00
2020-10-13 11:31:52.276757:41.00
2020-10-13 11:31:52.276757:40.00
2020-10-13 11:31:57.038580:40.00
2020-10-13 11:32:00.070054:40.00
2020-10-13 11:32:03.110762:41.00
2020-10-13 11:32:06.135572:41.00
2020-10-13 11:32:09.175954:41.00
2020-10-13 11:32:12.207386:41.00
2020-10-13 11:32:15.248072:41.00
2020-10-13 11:32:18.288666:41.00
2020-10-13 11:32:21.313570:41.00
