2020-10-13 12:40:32.212305;b'0;23.00;40.00;';
2020-10-13 12:40:35.262655;b'1;23.00;39.00;';
2020-10-13 12:40:38.288411;b'2;23.00;40.00;';
2020-10-13 12:40:41.337351;b'3;23.00;40.00;';
2020-10-13 12:40:44.364499;b'4;23.00;40.00;';
2020-10-13 12:40:47.402190;b'5;23.00;40.00;';
2020-10-13 12:40:50.440284;b'6;23.00;40.00;';
2020-10-13 12:40:53.475535;b'7;23.00;40.00;';
2020-10-13 12:40:56.505065;b'8;23.00;39.00;';
